timestamp,sensor_index,avg_voltage,avg_temperature,site_id, sensor_pack_id
2023-01-01 00:00:00+00:00,1,3100.0,20.2031302031302,100,200
2023-01-01 00:00:00+00:00,2,3082.2843822843824,24.848484848484848,100,200
2023-01-01 00:00:00+00:00,3,3299.5337995337995,27.77888777888778,100,200
2023-01-01 00:00:15+00:00,1,3110.4312354312356,21.198801198801196,100,200
2023-01-01 00:00:15+00:00,2,3128.0885780885783,25.045510045510046,100,200
2023-01-01 00:00:15+00:00,3,3291.095571095571,27.12953712953713,100,200
2023-01-01 00:00:30+00:00,1,3120.862470862471,22.19447219447219,100,200
2023-01-01 00:00:30+00:00,2,3173.892773892774,25.242535242535244,100,200
2023-01-01 00:00:30+00:00,3,3282.6573426573427,26.48018648018648,100,200
2023-01-01 00:00:45+00:00,1,3131.2937062937062,23.19014319014319,100,200
2023-01-01 00:00:45+00:00,2,3219.6969696969695,25.439560439560438,100,200
2023-01-01 00:00:45+00:00,3,3274.219114219114,25.83083583083583,100,200
2023-01-01 00:01:00+00:00,3,3265.780885780886,25.181485181485183,100,200
2023-01-01 00:01:00+00:00,2,3265.5011655011654,25.636585636585636,100,200
2023-01-01 00:01:00+00:00,1,3141.724941724942,24.185814185814184,100,200
2023-01-01 00:01:15+00:00,1,3152.1561771561774,25.18148518148518,100,200
2023-01-01 00:01:15+00:00,2,3247.5857475857474,25.833610833610834,100,200
2023-01-01 00:01:15+00:00,3,3257.3426573426573,24.53213453213453,100,200
2023-01-01 00:01:30+00:00,1,3162.5874125874125,24.97058497058497,100,200
2023-01-01 00:01:30+00:00,2,3229.6703296703295,26.030636030636032,100,200
2023-01-01 00:01:30+00:00,3,3248.904428904429,23.882783882783883,100,200
2023-01-01 00:01:45+00:00,1,3173.018648018648,24.759684759684756,100,200
2023-01-01 00:01:45+00:00,2,3211.7549117549115,25.968793111650257,100,200
2023-01-01 00:01:45+00:00,3,3240.4662004662005,24.194593285502375,100,200
2023-01-01 00:02:00+00:00,1,3183.4498834498836,24.548784548784546,100,200
2023-01-01 00:02:00+00:00,2,3193.839493839494,25.90695019266448,100,200
2023-01-01 00:02:00+00:00,3,3232.0279720279723,24.50640268822087,100,200
2023-01-01 00:02:15+00:00,3,3223.5897435897436,24.81821209093936,100,200
2023-01-01 00:02:15+00:00,2,3175.924075924076,25.845107273678703,100,200
2023-01-01 00:02:15+00:00,1,3179.3162393162393,24.337884337884336,100,200
2023-01-01 00:02:30+00:00,1,3175.1825951825954,24.126984126984127,100,200
2023-01-01 00:02:30+00:00,2,3158.008658008658,25.78326435469293,100,200
2023-01-01 00:02:30+00:00,3,3215.151515151515,25.130021493657857,100,200
2023-01-01 00:02:45+00:00,1,3171.048951048951,23.916083916083913,100,200
2023-01-01 00:02:45+00:00,2,3140.09324009324,25.72142143570715,100,200
2023-01-01 00:02:45+00:00,3,3206.713286713287,25.44183089637635,100,200
2023-01-01 00:03:00+00:00,1,3166.915306915307,23.705183705183703,100,200
2023-01-01 00:03:00+00:00,2,3139.2773892773894,25.659578516721375,100,200
2023-01-01 00:03:00+00:00,3,3198.275058275058,25.753640299094844,100,200
2023-01-01 00:03:15+00:00,1,3162.781662781663,23.494283494283493,100,200
2023-01-01 00:03:15+00:00,2,3138.4615384615386,25.5977355977356,100,200
2023-01-01 00:03:15+00:00,3,3189.83682983683,26.065449701813336,100,200
2023-01-01 00:03:30+00:00,3,3181.3986013986014,26.37725910453183,100,200
2023-01-01 00:03:30+00:00,2,3137.6456876456878,25.53589267874982,100,200
2023-01-01 00:03:30+00:00,1,3158.6480186480185,23.283383283383284,100,200
2023-01-01 00:03:45+00:00,1,3154.5143745143746,23.07248307248307,100,200
2023-01-01 00:03:45+00:00,2,3136.829836829837,25.474049759764046,100,200
2023-01-01 00:03:45+00:00,3,3172.960372960373,26.689068507250322,100,200
2023-01-01 00:04:00+00:00,1,3150.3807303807303,22.86158286158286,100,200
2023-01-01 00:04:00+00:00,2,3136.013986013986,25.412206840778268,100,200
2023-01-01 00:04:00+00:00,3,3164.5221445221446,27.000877909968814,100,200
2023-01-01 00:04:15+00:00,1,3146.2470862470864,22.65068265068265,100,200
2023-01-01 00:04:15+00:00,2,3135.1981351981353,25.350363921792493,100,200
2023-01-01 00:04:15+00:00,3,3156.0839160839164,27.31268731268731,100,200
2023-01-01 00:04:30+00:00,1,3142.113442113442,22.43978243978244,100,200
2023-01-01 00:04:30+00:00,2,3134.3822843822845,25.288521002806718,100,200
2023-01-01 00:04:30+00:00,3,3147.6456876456878,26.846486846486844,100,200
2023-01-01 00:04:45+00:00,2,3133.5664335664337,25.22667808382094,100,200
2023-01-01 00:04:45+00:00,3,3139.2074592074596,26.38028638028638,100,200
2023-01-01 00:04:45+00:00,1,3137.9797979797977,22.228882228882227,100,200
2023-01-01 00:05:00+00:00,1,3133.846153846154,22.017982017982018,100,200
2023-01-01 00:05:00+00:00,2,3132.750582750583,25.164835164835164,100,200
2023-01-01 00:05:00+00:00,3,3130.769230769231,25.914085914085913,100,200
2023-01-01 00:05:15+00:00,1,3129.7125097125095,22.055444555444556,100,200
2023-01-01 00:05:15+00:00,2,3131.934731934732,25.088985088985087,100,200
2023-01-01 00:05:15+00:00,3,3150.2331002331002,25.447885447885444,100,200
2023-01-01 00:05:30+00:00,1,3125.5788655788656,22.092907092907094,100,200
2023-01-01 00:05:30+00:00,2,3131.1188811188813,25.013135013135013,100,200
2023-01-01 00:05:30+00:00,3,3169.69696969697,24.981684981684978,100,200
2023-01-01 00:05:45+00:00,1,3121.4452214452213,22.130369630369632,100,200
2023-01-01 00:05:45+00:00,2,3130.3030303030305,24.937284937284936,100,200
2023-01-01 00:05:45+00:00,3,3189.1608391608393,24.515484515484513,100,200
2023-01-01 00:06:00+00:00,3,3208.6247086247085,24.049284049284047,100,200
2023-01-01 00:06:00+00:00,2,3139.82683982684,24.86143486143486,100,200
2023-01-01 00:06:00+00:00,1,3128.541828541828,22.167832167832167,100,200
2023-01-01 00:06:15+00:00,1,3135.6384356384356,22.205294705294705,100,200
