timestamp,v1,v2,v3,t1,t2,t3,site_id, sensor_pack_id
2023-01-01 00:00:00+00:00,3100.0,3082.2843822843824,3299.5337995337995,20.2031302031302,24.848484848484848,27.77888777888778,100,200
2023-01-01 00:00:15+00:00,3110.4312354312356,3128.0885780885783,3291.095571095571,21.198801198801196,25.045510045510046,27.12953712953713,100,200
2023-01-01 00:00:30+00:00,3120.862470862471,3173.892773892774,3282.6573426573427,22.19447219447219,25.242535242535244,26.48018648018648,100,200
2023-01-01 00:00:45+00:00,3131.2937062937062,3219.6969696969695,3274.219114219114,23.19014319014319,25.439560439560438,25.83083583083583,100,200
2023-01-01 00:01:00+00:00,3141.724941724942,3265.5011655011654,3265.780885780886,24.185814185814184,25.636585636585636,25.181485181485183,100,200
2023-01-01 00:01:15+00:00,3152.1561771561774,3247.5857475857474,3257.3426573426573,25.18148518148518,25.833610833610834,24.53213453213453,100,200
2023-01-01 00:01:30+00:00,3162.5874125874125,3229.6703296703295,3248.904428904429,24.97058497058497,26.030636030636032,23.882783882783883,100,200
2023-01-01 00:01:45+00:00,3173.018648018648,3211.7549117549115,3240.4662004662005,24.759684759684756,25.968793111650257,24.194593285502375,100,200
2023-01-01 00:02:00+00:00,3183.4498834498836,3193.839493839494,3232.0279720279723,24.548784548784546,25.90695019266448,24.50640268822087,100,200
2023-01-01 00:02:15+00:00,3179.3162393162393,3175.924075924076,3223.5897435897436,24.337884337884336,25.845107273678703,24.81821209093936,100,200
2023-01-01 00:02:30+00:00,3175.1825951825954,3158.008658008658,3215.151515151515,24.126984126984127,25.78326435469293,25.130021493657857,100,200
2023-01-01 00:02:45+00:00,3171.048951048951,3140.09324009324,3206.713286713287,23.916083916083913,25.72142143570715,25.44183089637635,100,200
2023-01-01 00:03:00+00:00,3166.915306915307,3139.2773892773894,3198.275058275058,23.705183705183703,25.659578516721375,25.753640299094844,100,200
2023-01-01 00:03:15+00:00,3162.781662781663,3138.4615384615386,3189.83682983683,23.494283494283493,25.5977355977356,26.065449701813336,100,200
2023-01-01 00:03:30+00:00,3158.6480186480185,3137.6456876456878,3181.3986013986014,23.283383283383284,25.53589267874982,26.37725910453183,100,200
2023-01-01 00:03:45+00:00,3154.5143745143746,3136.829836829837,3172.960372960373,23.07248307248307,25.474049759764046,26.689068507250322,100,200
2023-01-01 00:04:00+00:00,3150.3807303807303,3136.013986013986,3164.5221445221446,22.86158286158286,25.412206840778268,27.000877909968814,100,200
